dataset_version,queId,difficulty,qtype,problem,knowledge_point_routes
2023-07-07,e7c5db2d941e4d1f9962ca19c545eb0e,0,short_answer,Find the value of □: $\frac{{20}}{{30}} = \frac{□}{27} $，□=~\uline{~~~~~~~~~~}~. ,['Overseas Competition->Knowledge Point->Calculation Modules->Fractions->Basic Understanding of Fractions->Properties of Fractions']
2023-07-07,cb99f14cb28547ce8a12013d9b435b2b,2,short_answer,"There are $$10$$ red marbles, $$5$$ blue marbles and $$8$$ green marbles in a bag. If Janice has only one chance to take marbles out from the bag without looking into the bag, what is the minimum number of marbles she must take out from the bag to ensure she gets at least $$4$$ marbles of the same colour? ","['Overseas Competition->Knowledge Point->Combinatorics->Pigeonhole Principle->Worst Case in Pigeonhole Principle Problems', 'Overseas Competition->Knowledge Point->Counting Modules->Permutations and Combinations->Combinations']"
2023-07-07,57bb5b4044d043d7ab2ed365ec7917fa,1,short_answer,"How many different two-digit numbers can be formed using the numbers $$1$$, $$2$$, $$3$$? ",['Overseas Competition->Knowledge Point->Counting Modules->Questions Involving Enumeration->Dictionary Ordering']
2023-07-07,c781c988a20442c8b61fad38f74231ea,0,short_answer,Form the smallest $$4$$-digit even number with the digits given below. Each digit can be used at most once.  $$4$$、$$5$$、$$7$$、$$9$$ ,['Overseas Competition->Knowledge Point->Combinatorics->Logical Reasoning']
2023-07-07,1a41fe933c714f5dbf0d2b6b1a44c69f,1,short_answer,A two-digit integer has remainder $5$ when it is divided by $7$ and remainder $11$ when divided by $13$. What is the largest possible value of the number? ,['Overseas Competition->Knowledge Point->Number Theory Modules->Remainder Problems']
2023-07-07,514cdf8bac23435c8c06bbdf81e64567,2,short_answer,"If $$3$$ workers take $$3$$ days to build a wall, how many days will $$1$$ worker take to build the same wall? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Applying Addition and Subtraction']
2023-07-07,307ab345fabd4b8aaff4b7d5917794fd,1,short_answer,"If $$a=1$$, $$b=2$$, and $$c=3$$, then $$\overline{abc}=123$$. Given that $$A=\overline{xy}$$ and $$B=\overline{2xy}$$, if $$B$$ is $$25$$ more than six times of $$A$$, what is the value of $$A$$?  John attempted to answer the question in this way:  Since we have that $6\times \overline{xy}+25 = \overline{2xy}$, then $60x+6y+25=200+10x+y$ which implies that $10x+y =45$ and so $\overline{xy} = 45$.  Is he right or wrong? If not, solve for the correct answer. ",['Overseas Competition->Knowledge Point->Number Theory Modules->Place Value and Number Bases->Applying the Principle of Place Value']
2023-07-07,c98d52b67705466d8ba4e69027df1a56,0,short_answer,Insert one or two pairs of brankets in the equations below. How many different results can you work out?  $$285+15\div5-2$$．  $$285+15\div5-2$$．  $$285+15\div5-2$$．  $$285+15\div5-2$$． ,['Overseas Competition->Knowledge Point->Calculation Modules']
2023-07-07,bc2eaa05c2644d01acc25bd3b154dd7d,1,short_answer,$39$ pupils lined up in $3$ equal rows. How many pupils were there in each row? ,['Overseas Competition->Knowledge Point->Word Problem Modules->Applying of Multiplication and Division']
2023-07-07,f3cda231135d443db7dbdf86f98d01dd,1,short_answer,Look at the following two equations  $a + 12 = 16$  $2a + b = 18$  Use both these equations to work out the value of $b$. ,['Overseas Competition->Knowledge Point->Calculation Modules->Basic Concepts of Equation->Linear Equations with Multiple Variables->System of Equations with Whole-number Coefficients']
2023-07-07,41c7afc767ed40daaa39d2def9f0bda4,1,short_answer,"$$100$$ boys are standing in front of their lockers, numbered from $$1$$ to $$100$$. ~At the beginning, ~all lockers are unlocked. ~$$A$$ teacher calls out \textquotesingle$$3$$\textquotesingle, only those boys whose locker numbers are divisible by $$3$$ will lock their lockers. ~The teacher then calls out \textquotesingle$$5$$\textquotesingle, only those boys whose locker numbers are divisible by $$5$$ will unlock their lockers if they are locked, ~or lock their lockers if they are unlocked. ~How many lockers will be unlocked at the end? ",['Overseas Competition->Knowledge Point->Number Theory Modules->Perfect Square Numbers->Questions involving Square Numbers']
2023-07-07,c27708a444de416daece772484d27182,1,short_answer,"There are seven students A, B, C, D, E, F and G line up. If A wants to stand in the middle of B and C (not necessarily next to each other), D and E refuse to be next to each other and F and G want to be next to each other, how many ways are there to arrange them? ",['Overseas Competition->Knowledge Point->Counting Modules']
2023-07-07,b6d01c501c18487f9e4f3f79d7526cce,1,short_answer,"Nicolas and Yiding are climbing the stairs with different speed. They both start from level $$1$$. When Nicolas reached level $$4$$, Yiding reached level $$3$$. Continue with this speed, when Nicolas reach level $$16$$, Yiding will be at which level? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Interval Problems']
2023-07-07,4a96b08695f1451ab05c1c722f12a959,1,short_answer,"Lucy wants to buy some cakes. If she buys $$10$$ cakes, she need to borrow 11 dollars. If she buys $$13$$ cakes, she needs to borrow $$26$$ dollars. How much does one cake cost ? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Distribution Problems->Basic Distribution Problems']
2023-07-07,c9848b7f2bdb4b02b6a8315b987132c2,1,short_answer,Four boys have an average mass of $$50\text{kg}$$ and six girls have an average mass of $$40\text{kg}$$. What is the average mass of the ten children? ,['Overseas Competition->Knowledge Point->Word Problem Modules->Average Problems ->Using Formulas->Finding the Average Directly']
2023-07-07,cc9a4ae09bbb496aaa4271ae07c4779f,1,short_answer,A number when divided by $$12$$ gives $$11$$ remainder $$5$$. What is the number? ,['Overseas Competition->Knowledge Point->Calculation Modules->Whole Numbers->Whole Numbers Multiplication and Division->Division of Whole Numbers->Division with Remainders']
2023-07-07,418d9f95c94b4bab93c8e3700c845d5e,2,short_answer,What is the value of~$\dfrac{1}{2-3}-\dfrac{4}{5-6}-\dfrac{7}{8-9}$~? ,['Overseas Competition->Knowledge Point->Calculation Modules->Negative Numbers->Operations on Negative numbers']
2023-07-07,abaab11ba949453489f49e64542f6792,1,short_answer,Which number is halfway tetween $$4.6$$ and $$13.8$$?  ~\uline{~~~~~~~~~~}~ ,['Overseas Competition->Knowledge Point->Calculation Modules->Decimals->Four Operations of Decimals']
2023-07-07,f1c6632cac7d493a881d8e10eab95ae1,1,short_answer,"A cricketer plays in $5$ matches. He scores $37,53,x,29$ and $41$. His mean score is $40$. What is $x$? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Average Problems ->Questions Involving Average->Questions Involving Average (ordinary type)']
2023-07-07,52dedf9ce05e4ea3a7d65ae01e1338d3,0,short_answer,How many palindromic numbers are there between $$1000$$ and $$9999$$ inclusive?  Answer :~\uline{~~~~~~~~~~}~ ,['Overseas Competition->Knowledge Point->Counting Modules->Questions Involving Enumeration->Enumeration']
2023-07-07,938ae204da174d739962f4162d4b20e8,1,short_answer,Work out $$4336 \div 8$$ ,['Overseas Competition->Knowledge Point->Calculation Modules->Whole Numbers->Whole Numbers Multiplication and Division->Division of Whole Numbers->Division out of the Multiplication Table']
2023-07-07,e00d2baa889045a6810756a5f6ded27b,1,short_answer,In how many ways can the letters in the word \textquotesingle CHEESE\textquotesingle{} be arranged? ,['Overseas Competition->Knowledge Point->Counting Modules']
2023-07-07,06ccb550f9c94b6e88edf78ee248277b,1,short_answer,How many three digit numbers contain at least two sevens? ,['Overseas Competition->Knowledge Point->Counting Modules->Law of Addition and Multiplication->Complex Forming Numbers->Complex Forming Numbers (with special requirements)']
2023-07-07,707f06cacc044e1d85aef697dea2c32f,3,short_answer,"\textbf{Percentage Single Base}  65\% of the animals in a farm were cows and the rest were goats. When 240 more cows and goats were added to the farm, the percentage of cows increased by 20\% and the number of goats doubled. How many goats were there in the farm at first? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Solving Problems Involving Fractions and Percentages->Percentages Word Problems']
2023-07-07,7c5a2dda1a89437a812dee6e6d3c8006,2,short_answer,"My special six-digit number has a $9$ in the units column. If I remove the $9$ from the units column and place it at the left hand end of the number, but leave all the other digits unchanged. I get a new six-digit number. This new number is four times my special number. What is my special six-digit number? ",['Overseas Competition->Knowledge Point->Number Theory Modules->Place Value and Number Bases->Numbers->Understanding Numbers and Digits']
2023-07-07,8f0a469087a3468e9dd6d097faa4382a,1,short_answer,"A division gives a quotient of $$12$$ and a remainder of $$3$$. What is the minimum value of the dividend?      Pip\textquotesingle s Answer: The smallest possible divisor is $$1$$, so the minimum value of the dividend is $$1\times12+3=15$$ ",['Overseas Competition->Knowledge Point->Number Theory Modules->Remainder Problems->Questions involving Divisions with Remainders']
2023-07-07,9e16012db73740a0b2623e56b90ddb02,1,short_answer,Abigail is $6$ years older than Jonathan. Six years ago she was twice as old as he. How old is Jonathan? ,['Overseas Competition->Knowledge Point->Calculation Modules']
2023-07-07,85287eb8abe94dc69ff3f32348aa3828,1,short_answer,"Alice can do a job in $$40$$ days and Bob can do it in $$60$$ days. They decide to work on the project together, but Alice takes some days off in the middle of the job. If they finish the job by the end of the $$27^{}\rm {th}$$ day, how many days does Alice take off? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Work Word Problems->Collaborative Work Word Problems']
2023-07-07,1079de7a7656466a8e5c71823b1f57b3,1,short_answer,"It is given that $$a \otimes b = a\times b+a-b$$. For example, $$2\otimes 3 = 2 \times 3 + 2 - 3 = 5$$. Find the value of $$4\otimes3 - 3\otimes4$$. ",['Overseas Competition->Knowledge Point->Calculation Modules->Operations with New Definition']
2023-07-07,f67eff9f23014ecb8eded92248463a7b,2,short_answer,"In the following, all the different letters stand for different digits. What is the sum of $A + B + C + D$?  $ABA + CDC = 726$ ",['Overseas Competition->Knowledge Point->Calculation Modules']
2023-07-07,219697dc832b445ca3d9d8288e536ba3,1,short_answer,"Pip and Bud have $$10$$ candies in total, Pip has $$2$$ more than Bud. How many candies does Pip have? ","['Overseas Competition->Knowledge Point->Word Problem Modules->Questions Involving Sum, Difference and Multiples->Problems Involving Sum and Difference']"
2023-07-07,11e8ba58465f4c138c8725a020c95ec7,2,short_answer,$3$ apples and $2$ bananas cost~£$1.25$.  $1$ apple and $1$ banana cost~£$0.48$.  Work out how much it would cost to buy $5$ bananas. ,"['Overseas Competition->Knowledge Point->Word Problem Modules->Equation Word Problems->Equivalent Substitution in Equation Word Problems->Replacement of Equivalent Substitution', 'Overseas Competition->Knowledge Point->Calculation Modules->Basic Concepts of Equation->Equivalent Substitution->Equivalent Substitution that cannot be Directly Calculated']"
2023-07-07,66dcd5cada06407ba1e9153afc26043f,1,short_answer,"Makayla had $ $200$ in her piggy bank at first. Her mum then rewarded her for doing well in school, by increasing the amount of money in her piggy bank to $ $250$. What is the percentage increase in the amount of money in her piggy bank?~\uline{~~~~~~~~~~}~$ \%$ ",['Overseas Competition->Knowledge Point->Calculation Modules->Fractions']
2023-07-07,b9373bcf833d4821b3f8fcb64de110d4,1,short_answer,What number between $$30$$ and $$40$$ is divisible by both $$3$$ and $$4$$? ,['Overseas Competition->Knowledge Point->Number Theory Modules->Factors and Multiples->Common Factors and Common Multiples->Word Problems Involving Factors and Multiples->Multiples Word Problems']
2023-07-07,1848190c71c645c0997874fe8ca76815,2,short_answer,"A teacher asks the class to finish reading a storybook within a number of days. If Vanessa reads $$30$$ pages a day, she will finish reading $$2$$ days later than the given deadline. If she reads $$39$$ pages a day, she will finish reading $$4$$ days ahead of the deadline.  In how many days are the students supposed to finish reading the storybook?  How many pages has the storybook? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Distribution Problems->Distribution Conversion Problems']
2023-07-07,5262af77457a47089064b6dc77839b82,1,short_answer,"Henry wrote some digits in the following sequence:  $$2$$，$$0$$，$$2$$，$$0$$，$$0$$，$$2$$，$$0$$，$$2$$，$$2$$，$$0$$，$$2$$，$$0$$，$$0$$，$$2$$，$$0$$，$$2$$，$$\cdots $$  If he wrote a total of $$535$$ digits, how many of digit $$2$$ did he write? ",['Overseas Competition->Knowledge Point->Number Theory Modules->Remainder Problems']
2023-07-07,a4663920546242aeb50c5eaeaf379262,1,short_answer,Find the remainder when $$36\times 37\times 38\times 39\times 40\times 41$$ is divided by $$7$$． ,['Overseas Competition->Knowledge Point->Word Problem Modules->Applying of Multiplication and Division']
2023-07-07,caad5339582b4857888fcff1cca8c78e,1,short_answer,$126$~ $\div$~ $2$=          ,['Overseas Competition->Knowledge Point->Calculation Modules->Operations through Formulas']
2023-07-07,ccbbcf445df24e4ba0699d6f1e37b90a,1,short_answer,Find the value of the following expression.  $$1000\div 17+2000\div 17+2100\div 17$$． ,['Overseas Competition->Knowledge Point->Calculation Modules->Whole Numbers->Distributive Law of Whole Numbers']
2023-07-07,070c04e9775b4292869eedb678f57b8f,1,short_answer,There are 5 apples in one box. How many apples would there be in 6 boxes? ,['Overseas Competition->Knowledge Point->Word Problem Modules->Applying of Multiplication and Division']
2023-07-07,b152c6eb52ea4a47bee276fd7fdc5526,1,short_answer,"Given that $$4 \Delta 1=17$$, $$5 \Delta 4=29$$, $$8 \Delta 16=80$$ , then $$10 \Delta 9=$$~\uline{~~~~~~~~~~}~. ",['Overseas Competition->Knowledge Point->Calculation Modules->Operations with New Definition->Finding Patterns']
2023-07-07,ff8eaf85f9494a4bb58b4c2de7f7a467,1,short_answer,Pamela baked $$85$$ cookies in the morning and $$135$$ cookies in the afternoon. She gave $$55$$ cookies to her friends in the evening. How many cookies does she have left in the end? ,['Overseas Competition->Knowledge Point->Word Problem Modules->Applying Addition and Subtraction->Simple Addition and Subtraction']
2023-07-07,bf206205208a4e6aaa3f21b6175f11a0,1,short_answer,Work out $3102 \div6$ ,['Overseas Competition->Knowledge Point->Calculation Modules->Whole Numbers->Whole Numbers Multiplication and Division->Division of Whole Numbers->Division out of the Multiplication Table']
2023-07-07,539ace63a9a84f38adf540a759c0f768,1,short_answer,"Owen had some fifty-cent and one-dollar coins. $\frac{2}{7}$ of his coins were fifty-cent coins. His mother gave him $10$ one-dollar coins and five-dollars\textquotesingle~worth of fifty-cent coins. In the end, he had twice as many one-dollar coins as fifty cent coins. How many coins did Owen have at first? ",['Overseas Competition->Knowledge Point->Counting Modules->Inclusion-Exclusion Principle']
2023-07-07,11fb94abf2634f198729473920061c7d,1,short_answer,"（$$2016$$ Henry Park Primary School, Quiz $$1$$, Primary Two, Question \#$$16$$）  There are $$863$$ passengers on a plane. $$354$$ are men, $$165$$ are children and the rest are women. How many women are there on the plane?  There are~\uline{~~~~~~~~~~}~women on the plane. ",['Overseas Competition->Knowledge Point->Word Problem Modules->Applying Addition and Subtraction->Simple Addition and Subtraction']
2023-07-07,c3879ebf82934b73a62fb270f35eee17,1,short_answer,The tickets for a charity show were ＄$$5$$ for each adult and ＄$$3$$ for each child.  $$19$$ tickets were sold.  The total amount for the sale of tickets was＄$$75$$.  How many adult tickets were sold?~\uline{~~~~~~~~~~}~． ,"['Overseas Competition->Knowledge Point->Word Problem Modules->Questions Involving Sum, Difference and Multiples->Problems Involving Sum and Difference']"
2023-07-07,277ff5ac1d264964a4d29eb33ba74058,0,short_answer,A dress costs thrice as much as a belt. The shirt costs twice as much as a dress. The difference between the cost of the shirt and the cost of the belt is $$$155$$. How much more does the dress cost than the shirt? ,"['Overseas Competition->Knowledge Point->Word Problem Modules->Questions Involving Sum, Difference and Multiples->Problems of Difference and Multiple']"
2023-07-07,d9a025512c6941b6b97c54521e40115c,2,short_answer,"Anna, Betsy and Charlene had a total of $$168$$ marbles. Charlene gave $$15$$ marbles to Betsy. Then, Betsy gave $$8$$ marbles to Anna. In the end, the ratio of the number of marbles that Anna had to the number of marbles that Betsy had to the number of marbles that Charlene had is $$2:5:7$$. How many marbles did Betsy have at first? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Solving Problems Involving Proportions->Dividing Quantities Based on Ratio']
2023-07-07,56a6e5f6729f412081b2719e7253346e,0,short_answer,Brenda saved $$$6$$ each day while Andy saved $$$7$$ each day. How much money would Brenda have saved when Andy saved $$$378$$? ,['Overseas Competition->Knowledge Point->Word Problem Modules->Word Problems in Economics->Money Calculation']
2023-07-07,d4ec077973ca41e3a9584a6faecfcac3,1,short_answer,There are $10$ questions in a science competition. A person gets six points for a correct answer and loses two points otherwise (getting a wrong answer or skipping a question). Eddie answered all questions and got $44$ points. How many questions did Eddie answer correctly? ,['Overseas Competition->Knowledge Point->Word Problem Modules->Chicken-Rabbit Problems->Solving Chicken-Rabbit Problems by Using Hypothesis']
2023-07-07,9060af40a1724e5887ca3ecd529e790f,2,short_answer,A cuboid was made using clay. Candy made some changes to the size of the cuboid. She increased the length by $$10 \%$$ and reduced the breadth to $$\frac{4}{5}$$ of the original breadth. The ratio of the new height to the original height is $$11:10$$. Express the new volume of the cuboid as a percentage of its original volume. ,"['Overseas Competition->Knowledge Point->Geometry Modules->3-D Shapes->Cuboids and Cubes', 'Overseas Competition->Knowledge Point->Calculation Modules->Ratios and Proportions->Proportions']"
2023-07-07,4bdb0a33fd034a4a9f038d5763df3bfc,1,short_answer,Calculate:~$52\div\dfrac{2}{3}$ ,['Overseas Competition->Knowledge Point->Calculation Modules->Fractions->Operations of Fractions->Division of Fractions']
2023-07-07,db664e372bde470cad3851d48f1d711a,1,short_answer,Work out $52836\div7$ ,['Overseas Competition->Knowledge Point->Calculation Modules->Whole Numbers->Whole Numbers Multiplication and Division->Division of Whole Numbers->Division out of the Multiplication Table']
2023-07-07,218af0df4ee747b79d4247767d1fee5a,0,short_answer,"How many ways can we award a gold, silver and bronze prize among eight contestants? ",['Overseas Competition->Knowledge Point->Counting Modules']
2023-07-07,0fc0dda3957d4f01b0dccedf0adc5e89,2,short_answer,There are ten points on the circumference of a circle. How many triangles can be formed by using any three points as their vertices? ,['Overseas Competition->Knowledge Point->Counting Modules->Permutations and Combinations->Combinations->Basic Operations of Combinations']
2023-07-07,c58c5d01acfc430494432756a46333bc,1,short_answer,Find the sum below.  $$30+40+50+30+40+50+30+40+50$$ ,['Overseas Competition->Knowledge Point->Calculation Modules']
2023-07-07,74c9ac42df4148feacf2613537771942,1,short_answer,"Uncle Lee is making masks, and he has completed $$60 \%$$ of the work. There are still $$360$$ masks to make. How many masks in total is he going to make？ ",['Overseas Competition->Knowledge Point->Calculation Modules->Percentage Calculation']
2023-07-07,cf37fa4d8197426aa1fcab8a861e06d2,1,short_answer,"Judy\textquotesingle s dad was gathering mushrooms for a total of two hours. During those two hours, he gathered $$40$$ mushrooms in total. If he could have gathered $$26$$ more mushrooms in the first hour, the number of mushrooms that he gathered in the first hour would be equal to the number of that in the second hour. How many mushrooms did Judy\textquotesingle s dad gather in the second hour? ","['Overseas Competition->Knowledge Point->Word Problem Modules->Questions Involving Sum, Difference and Multiples->Problems Involving Sum and Difference']"
2023-07-07,975e68a88e6347caa844fbf5ca68107e,1,short_answer,"A professor gives out $$40$$ questions for Noa and his $$4$$ classmates to solve. Everyone should solve at least one question, and the number of questions solved by each student cannot be the same. What is the largest possible number of questions Noa can solve? ","['Overseas Competition->Knowledge Point->Combinatorics->Combinatorics Involving Extreme Values->Extreme Value with Fixed Sums', 'Overseas Competition->Knowledge Point->Counting Modules->Permutations and Combinations->Combinations']"
2023-07-07,c1041fa9a5bf437993ae13aa3e37085f,1,short_answer,The ratio of Scan\textquotesingle s age to Ted\textquotesingle s age is $$1:4$$. The ratio of their ages $$4$$ years from now will be $$1:3$$. How many years ago was the ratio of their ages $$1:9$$? ,['Overseas Competition->Knowledge Point->Word Problem Modules->Solving Problems Involving Proportions->Solving Ratio Problems with Proportion Equations']
2023-07-07,411faed309f74656b50d4010f9f71511,0,short_answer,Round $$278$$ to the nearest $$10$$.  ~\uline{~~~~~~~~~~}~ ,"['Overseas Competition->Knowledge Point->Calculation Modules->Comparing, Ordering and Estimating->Rounding Numbers']"
2023-07-07,6adbd55fec9e4553850968c3abf80ddd,1,short_answer,Work out  $52.8 \times 7$ ,['Overseas Competition->Knowledge Point->Calculation Modules->Decimals->Multiplication and Division of Decimals->Multiplication of Decimals']
2023-07-07,a20ccf64b8a1484aa5b1280c574930fa,1,short_answer,The coldest temperature ever recorded on earth (at Vostok station in Antarctica) is $$-89^{}\circ\text{C}$$.  The hottest temperature ever recorded (it was somewhere in Libya) is $$58^{}\circ\text{C}$$.  By how many degrees Celcius is the \textquotesingle hottest hot\textquotesingle{} greater than the \textquotesingle coldest cold\textquotesingle?  Answer :~\uline{~~~~~~~~~~}~$$^{}\circ\text{C}$$ ,['Overseas Competition->Knowledge Point->Calculation Modules->Negative Numbers->Operations on Negative numbers']
2023-07-07,4fc438b08e484934a9e0729ceb008c74,1,short_answer,"Every morning, Star goes out to exercise. At $$\rm 6:30$$ a.m., Star leaves home and jogs at a speed of $$6.5$$ miles per hour. At $$\rm 7:30 $$ a.m., Star feels a little bit tired and walks at a speed of $$4.5$$ miles per hour. At $$\rm 9:30$$ a.m., Star finishes her exercise. How many miles does Star travel in total every morning? ","['Overseas Competition->Knowledge Point->Word Problem Modules', 'Overseas Competition->Knowledge Point->Distance Word Problems->Distance Word Problems on Straight Road']"
2023-07-07,16943328c1ba4a80883339e370325f73,1,short_answer,Round $4321$ to the nearest $1000$. ,"['Overseas Competition->Knowledge Point->Calculation Modules->Comparing, Ordering and Estimating->Estimating Large Numbers']"
2023-07-07,2f6aeacb6c0049d8990d1ffd7bffdc5d,0,short_answer,What is $$9$$ metres in centimetres?  ~\uline{~~~~~~~~~~}~centimetres ,['Overseas Competition->Knowledge Point->Calculation Modules->Unit Conversion->Converting between Units of Length']
2023-07-07,ec690aff1f1e4750a9a76a1e9427e744,1,short_answer,$200\times30\times60$ ,['Overseas Competition->Knowledge Point->Calculation Modules->Whole Numbers->Whole Numbers Multiplication and Division->Multiplication and Division of Whole Numbers->Multiplication out of the Multiplication Table']
2023-07-07,f4da090f08704285bf99c48d28b8f30e,1,short_answer,"There were $$476$$ foldable and non-foldable bicycles in a shop for sale. After $$208$$ bicycles were sold, $$\frac{{5}}{{9}}$$ of the non-foldable bicycles and $$\frac{{4}}{{7}}$$ of the foldable bicycles were left in the shop. How many foldable bicycles were sold? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Inverse Operation Problems->Inverse Operation Problems with Two Variables']
2023-07-07,ca0885fd429b47b29cbca128a13934e5,1,short_answer,"A snail is climbing a clock tower which is 45 metres high.~ It climbs up 10 metres during the day and slides down during the night. 1 metre on the 1st night, 2 metres on the 2nd night,~ 3 metres on the 3rd night, $\cdots$ and so on. Which day would reach the top of the tower? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Periodic Problems->Snail Climbing out of Well Problems']
2023-07-07,ef539f6c79ef45e6a787351ed4759e6b,1,short_answer,There are $$276$$ mollies in a pond.  The number of mollies is $$2$$ times the number of goldfish in the pond.  There are twice as many goldfish as guppies.  How many more mollies than guppies are there? ,"['Overseas Competition->Knowledge Point->Word Problem Modules->Questions Involving Sum, Difference and Multiples->Basic Computation of the Multiples']"
2023-07-07,1e39295f7be440f19c866b2c67eb6233,0,short_answer,A model village is made to a scale of $$2\text{ cm}$$ to every $$3$$ metres.  A real tree is $$12\text{ m}$$ tall.  What is the height of the model tree? ,"['Overseas Competition->Knowledge Point->Word Problem Modules->Unitary Method Problems->Finding the Unit Rate and then the Total Value', 'Overseas Competition->Knowledge Point->Word Problem Modules->Solving Problems Involving Proportions->Basic Units']"
2023-07-07,db83e40568bc4ed1abb293d337e3b898,1,short_answer,"Valeria distributes many pieces of candy to $$20$$ students at random. To guarantee that no matter how these pieces of candy are distributed, and that there is always at least one kid who can get at least $$3$$ pieces of candy. How many pieces of candy should Valeria prepare at least? ","['Overseas Competition->Knowledge Point->Combinatorics->Pigeonhole Principle->Complex Pigeonhole Principle Problems', 'Overseas Competition->Knowledge Point->Counting Modules->Permutations and Combinations->Combinations']"
2023-07-07,0f326466fded430f8bb9c80424cf6fb4,1,short_answer,What is the sum of all factors of 20? ,['Overseas Competition->Knowledge Point->Number Theory Modules->Factors and Multiples->Theorem of the Number of Factors of a Number']
2023-07-07,0b6455df8e764e0297e3e34a90919102,1,short_answer,$5\times34=$~\uline{~~~~~~~~~~}~ ,['Overseas Competition->Knowledge Point->Calculation Modules->Whole Numbers->Whole Numbers Multiplication and Division']
2023-07-07,98bea305d2724084a1300cba10c4995b,1,short_answer,"There are $$20$$ questions in a mathematics contest. $$8$$ marks will be awarded for each correct answer. $$4$$ marks will be deducted for each wrong answer. All the questions must be answered. If Isabelle scores $$100$$ marks in the mathematics contest, how many questions does she answer correctly? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Chicken-Rabbit Problems->Solving Chicken-Rabbit Problems by Using Hypothesis']
2023-07-07,dfd006a02012410fbbb4bcbd7a08eeda,1,short_answer,"Howard bought some flour to make pizza for his family reunion. He used $\dfrac{5}{8}$, and has six thousand grams remaining. How many grams of flour did Howard buy originally? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Solving Problems Involving Fractions and Percentages->Finding the Base']
2023-07-07,b7f55925dab84b38804fc61f246c5093,2,short_answer,"Yohan had 10 white socks, 10 red socks and 10 black socks in his drawer. How many socks at most, must Yohan take from his drawer, without looking, till he gets a pair of white socks? ",['Overseas Competition->Knowledge Point->Counting Modules->Statistics and Probability']
2023-07-07,0f98369691cc4fa8828f869e61430e64,1,short_answer,Calculate $60 \%$ of $765$ ,['Overseas Competition->Knowledge Point->Calculation Modules->Percentage Calculation']
2023-07-07,61b231b8c15b475c917f5d10487169ba,1,short_answer,"There were some lamp posts placed at regular intervals along a $50$m road. Jamie planted $3$ flowers between every $2$ lamp posts. If he planted $30$ flowers in total, what was the distance between every $2$ lamp posts? ",['Overseas Competition->Knowledge Point->Counting Modules->Questions Involving Enumeration->Tree Diagrams']
2023-07-07,a1e43bc939ea4c6fb34a34753a72751b,2,short_answer,Calculate:  $1 + 3 + 5 + 7 + 9 + 11 + 13 + 15 + 17 + 19=$~\uline{~~~~~~~~~~}~       ,['Overseas Competition->Knowledge Point->Calculation Modules->Sequences and Number Tables->Patterns in Number Sequences']
2023-07-07,318cb203ec2b4e69af03513f0f5f7db2,1,short_answer,Work out $$1741-968$$  Answer:~\uline{~~~~~~~~~~}~ ,['Overseas Competition->Knowledge Point->Calculation Modules->Whole Numbers->Whole Numbers Addition and Subtraction ->Addition of Whole Numbers->Addition in Horizontal Form']
2023-07-07,4341f23ecb084909afaca690c7016fd3,1,short_answer,$3\times126$ ,['Overseas Competition->Knowledge Point->Calculation Modules->Whole Numbers->Whole Numbers Multiplication and Division->Multiplication and Division of Whole Numbers->Multiplication out of the Multiplication Table']
2023-07-07,54d9517c5a7c4afaa953d1464774e445,1,short_answer,"Linda is putting her books on the shelf. Among the books, there is one her favorate book. There are $6$ books on the left of her favorate book. Couonting frome the right, it is the $14\textsuperscript{th}$ book. How many books are there on the shelf? ",['Overseas Competition->Knowledge Point->Calculation Modules']
2023-07-07,13404c9d8a0144d0a8d6ce4d8a80834c,1,short_answer,What temperature is $17^{\circ}\text{C}$~less than $8^{\circ}\text{C}$? ,['Overseas Competition->Knowledge Point->Word Problem Modules->Applying Addition and Subtraction->Simple Addition and Subtraction']
2023-07-07,de8f312c348043bca42e8c7aa90f7a69,1,short_answer,"A tree is planted at every $$10$$ metres along a stretch of road. If the stretch of road is $$150\text{m}$$ long and the trees are planted at opposite ends of the road, how many trees are there? ",['Overseas Competition->Knowledge Point->Word Problem Modules->Interval Problems->Straight Line Type with Objects on Both Sides']
2023-07-07,a4bab2ddc00f4d6db863991f6cc9b894,1,short_answer,What number goes in the box?  $\dfrac{4}{5}$~of~$\boxed{    \overset{ }{\overset{ }{ }}}=48$. ,['Overseas Competition->Knowledge Point->Calculation Modules->Fractions->Operations of Fractions->Division of Fractions']
2023-07-07,1f2fa42e73c245739af9883dfb728d2f,1,short_answer,I write down a sequence of numbers.  My first number is $160000$ and then I divide by $4$ to get the next number each time. What is the $5^{th}$~number in my sequence? ,['Overseas Competition->Knowledge Point->Calculation Modules->Sequences and Number Tables->Patterns in Number Sequences->Multiple Sequences']
